Id,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,Utilities,HouseStyle,YearBuilt,BedroomAbvGr,KitchenAbvGr,SalePrice
1022,RL,64,7406,Pave,NA,Reg,AllPub,1Story,2006,2,1,194000
1023,RM,52,9439,Pave,NA,Reg,AllPub,1.5Fin,1930,2,1,87000
1024,RL,43,3182,Pave,NA,Reg,AllPub,1Story,2005,2,1,191000
1025,RL,NA,15498,Pave,NA,IR1,AllPub,1Story,1976,2,1,287000
1026,RL,70,7700,Pave,NA,Reg,AllPub,1Story,1972,3,1,112500
1027,RL,73,9300,Pave,NA,Reg,AllPub,1Story,1960,3,1,167500
1028,RL,71,9520,Pave,NA,IR1,AllPub,1Story,2007,3,1,293077
1029,RL,79,9492,Pave,NA,Reg,AllPub,1.5Fin,1941,3,1,105000
1030,RM,21,1680,Pave,NA,Reg,AllPub,2Story,1972,3,1,118000
1031,RH,NA,7082,Pave,NA,Reg,AllPub,2Story,1916,5,2,160000
1032,RL,102,15863,Pave,NA,Reg,AllPub,2.5Fin,1920,5,1,197000
1033,RL,NA,14541,Pave,NA,IR1,AllPub,2Story,1993,5,1,310000
1034,RL,NA,8125,Pave,NA,Reg,AllPub,1Story,2002,3,1,230000
1035,RL,50,6305,Pave,NA,Reg,AllPub,1Story,1938,2,1,119750
1036,RL,NA,11500,Pave,NA,IR1,AllPub,1Story,1957,3,1,84000
1037,RL,89,12898,Pave,NA,IR1,AllPub,1Story,2007,2,1,315500
1038,RL,NA,9240,Pave,NA,Reg,AllPub,2Story,2001,3,1,287000
1039,RM,21,1533,Pave,NA,Reg,AllPub,2Story,1970,3,1,97000
1040,RM,21,1477,Pave,NA,Reg,AllPub,SFoyer,1970,1,1,80000
1041,RL,88,13125,Pave,NA,Reg,AllPub,1Story,1957,3,1,155000
1042,RL,NA,9130,Pave,NA,Reg,AllPub,2Story,1966,4,1,173000
1043,RL,34,5381,Pave,NA,IR1,AllPub,1Story,2005,1,1,196000
1044,RL,86,11839,Pave,NA,Reg,AllPub,2Story,1990,4,1,262280
1045,RL,80,9600,Pave,NA,Reg,AllPub,1Story,1981,4,1,278000
1046,RL,NA,13680,Pave,NA,IR1,AllPub,1Story,1955,4,1,139600
1047,RL,85,16056,Pave,NA,IR1,AllPub,2Story,2005,4,1,556581
1048,RL,57,9245,Pave,NA,IR2,AllPub,1Story,1994,3,1,145000
1049,RL,100,21750,Pave,NA,Reg,AllPub,1Story,1960,3,1,115000
1050,RL,60,11100,Pave,NA,Reg,AllPub,1Story,1946,2,1,84900
1051,RL,73,8993,Pave,NA,IR1,AllPub,1Story,2007,3,1,176485
1052,RL,103,11175,Pave,NA,IR1,AllPub,1Story,2007,3,1,200141
1053,RL,100,9500,Pave,NA,Reg,AllPub,2Story,1964,4,1,165000
1054,RL,68,8562,Pave,NA,Reg,AllPub,1Story,1957,4,1,144500
1055,RL,90,11367,Pave,NA,Reg,AllPub,2Story,2002,3,1,255000
1056,RL,104,11361,Pave,NA,Reg,AllPub,1Story,1976,3,1,180000
1057,RL,43,7052,Pave,NA,IR1,AllPub,1Story,2005,2,1,185850
1058,RL,NA,29959,Pave,NA,IR2,AllPub,2Story,1994,3,1,248000
1059,RL,96,11308,Pave,NA,IR1,AllPub,2Story,2008,3,1,335000
1060,RL,NA,11275,Pave,NA,IR1,AllPub,1.5Fin,1932,3,1,220000
1061,RL,41,4920,Pave,NA,Reg,AllPub,1Story,2001,2,1,213500
1062,C (all),120,18000,Grvl,NA,Reg,AllPub,1Story,1935,2,1,81000
1063,RM,85,13600,Pave,Grvl,Reg,AllPub,2Story,1900,5,2,90000
1064,RM,50,6000,Pave,NA,Reg,AllPub,1Story,1925,2,1,110500
1065,RL,NA,11000,Pave,NA,IR1,AllPub,1Story,1966,3,1,154000
1066,RL,80,14000,Pave,NA,Reg,AllPub,2Story,1996,3,1,328000
1067,RL,59,7837,Pave,NA,IR1,AllPub,2Story,1993,3,1,178000
1068,RL,80,9760,Pave,NA,Reg,AllPub,2Story,1964,4,1,167900
1069,RM,42,3964,Pave,NA,Reg,AllPub,2Story,1973,5,1,151400
1070,RL,60,9600,Pave,NA,Reg,AllPub,1.5Unf,1949,2,1,135000
1071,RL,72,10152,Pave,NA,Reg,AllPub,1Story,1956,3,1,135000
1072,RL,78,11700,Pave,NA,Reg,AllPub,2Story,1968,4,1,154000
1073,RL,50,7585,Pave,NA,Reg,AllPub,1.5Fin,1948,4,1,91500
1074,RL,75,7950,Pave,NA,IR1,AllPub,2Story,1977,3,1,159500
1075,RL,74,8556,Pave,NA,Reg,AllPub,1Story,2006,2,1,194000
1076,RL,75,13125,Pave,NA,Reg,AllPub,2Story,1940,3,1,219500
1077,RL,60,10800,Pave,Grvl,Reg,AllPub,1.5Fin,1936,3,1,170000
1078,RL,NA,15870,Pave,NA,IR1,AllPub,1Story,1969,3,1,138800
1079,RM,37,4435,Pave,NA,Reg,AllPub,1Story,2004,1,1,155900
1080,RL,65,8775,Pave,NA,Reg,AllPub,1Story,1994,3,1,126000
1081,RL,80,11040,Pave,NA,Reg,AllPub,1Story,1971,3,1,145000
1082,RL,75,7500,Pave,NA,Reg,AllPub,1Story,1963,3,1,133000
1083,RL,70,8749,Pave,NA,Reg,AllPub,1Story,2002,3,1,192000
1084,RL,80,8800,Pave,NA,Reg,AllPub,1Story,1964,3,1,160000
1085,RL,NA,13031,Pave,NA,IR2,AllPub,2Story,1995,3,1,187500
1086,RL,73,9069,Pave,NA,Reg,AllPub,SFoyer,1992,2,1,147000
1087,RM,NA,1974,Pave,NA,Reg,AllPub,2Story,1973,3,1,83500
1088,FV,85,10574,Pave,NA,Reg,AllPub,2Story,2005,3,1,252000
1089,RM,24,2522,Pave,NA,Reg,AllPub,2Story,2004,3,1,137500
1090,FV,37,3316,Pave,Pave,IR1,AllPub,1Story,2005,1,1,197000
1091,RL,60,8544,Pave,NA,Reg,AllPub,1Story,1950,2,2,92900
1092,FV,24,2160,Pave,Pave,Reg,AllPub,2Story,1999,2,1,160000
1093,RL,60,8400,Pave,NA,Reg,AllPub,1.5Fin,1925,4,1,136500
1094,RL,71,9230,Pave,NA,Reg,AllPub,1Story,1965,1,1,146000
1095,RL,74,5868,Pave,NA,Reg,AllPub,1Story,1956,2,1,129000
1096,RL,78,9317,Pave,NA,IR1,AllPub,1Story,2006,3,1,176432
1097,RM,60,6882,Pave,NA,Reg,AllPub,2Story,1914,3,1,127000
1098,RL,NA,3696,Pave,NA,Reg,AllPub,1Story,1986,2,1,170000
1099,RM,50,6000,Pave,NA,Reg,AllPub,1.5Fin,1936,3,1,128000
1100,RL,82,11880,Pave,NA,IR1,AllPub,1Story,1978,3,1,157000
1101,RL,60,8400,Pave,NA,Reg,AllPub,1Story,1920,1,1,60000
1102,RL,61,9758,Pave,NA,IR1,AllPub,1Story,1971,3,1,119500
1103,RL,70,7000,Pave,NA,Reg,AllPub,1Story,1960,2,1,135000
1104,RL,79,8910,Pave,NA,Reg,AllPub,1Story,1959,3,1,159500
1105,RM,24,2016,Pave,NA,Reg,AllPub,2Story,1970,3,1,106000
1106,RL,98,12256,Pave,NA,IR1,AllPub,2Story,1994,3,1,325000
1107,RL,114,10357,Pave,NA,IR1,AllPub,1Story,1990,3,1,179900
1108,RL,168,23257,Pave,NA,IR3,AllPub,2Story,2006,3,1,274725
1109,RL,NA,8063,Pave,NA,Reg,AllPub,2Story,2000,3,1,181000
1110,RL,107,11362,Pave,NA,IR1,AllPub,1Story,2004,3,1,280000
1111,RL,NA,8000,Pave,NA,Reg,AllPub,2Story,1995,3,1,188000
1112,RL,80,10480,Pave,NA,Reg,AllPub,2Story,1976,4,1,205000
1113,RL,73,7100,Pave,NA,IR1,AllPub,1Story,1957,2,1,129900
1114,RL,66,8923,Pave,NA,Reg,AllPub,1Story,1953,2,1,134500
1115,RL,90,5400,Pave,NA,Reg,AllPub,1Story,1954,2,1,117000
1116,RL,93,12085,Pave,NA,Reg,AllPub,1Story,2007,3,1,318000
1117,RL,NA,7750,Pave,NA,Reg,AllPub,SLvl,2002,3,1,184100
1118,RL,57,9764,Pave,NA,IR1,AllPub,1Story,1967,3,1,130000
1119,RL,85,13825,Pave,NA,Reg,AllPub,SLvl,1958,3,1,140000
1120,RL,70,7560,Pave,NA,Reg,AllPub,1Story,1959,3,1,133700
1121,RM,59,8263,Pave,NA,Reg,AllPub,1Story,1920,2,1,118400
1122,RL,84,10084,Pave,NA,Reg,AllPub,1Story,2005,3,1,212900
1123,RL,NA,8926,Pave,NA,IR1,AllPub,1Story,1956,3,1,112000
1124,RL,50,9405,Pave,NA,Reg,AllPub,1Story,1947,2,1,118000
1125,RL,NA,9125,Pave,NA,IR1,AllPub,SLvl,1992,3,1,163900
1126,RL,60,10434,Pave,NA,Reg,AllPub,1Story,1955,2,1,115000
1127,RL,53,3684,Pave,NA,Reg,AllPub,1Story,2007,2,1,174000
1128,RL,182,14572,Pave,NA,IR3,AllPub,1Story,2004,3,1,259000
1129,RL,59,11796,Pave,NA,IR1,AllPub,2Story,2004,4,1,215000
1130,RM,60,7200,Pave,Grvl,Reg,AllPub,SFoyer,1980,2,1,140000
1131,RL,65,7804,Pave,NA,Reg,AllPub,1.5Fin,1928,4,1,135000
1132,RL,63,10712,Pave,NA,Reg,AllPub,1Story,1991,3,1,93500
1133,RM,90,9900,Pave,NA,Reg,AllPub,2Story,1880,5,1,117500
1134,RL,80,9828,Pave,NA,IR1,AllPub,2Story,1995,3,1,239500
1135,RL,57,8773,Pave,NA,IR1,AllPub,2Story,1997,3,1,169000
1136,RM,60,6180,Pave,NA,Reg,AllPub,1Story,1926,2,1,102000
1137,RL,80,9600,Pave,NA,Reg,AllPub,1.5Fin,1950,3,1,119000
1138,RL,54,6342,Pave,NA,Reg,AllPub,1.5Fin,1875,2,1,94000
1139,RL,NA,9819,Pave,NA,IR1,AllPub,1Story,1977,2,1,196000
1140,RL,98,8731,Pave,NA,IR1,AllPub,1Story,1920,3,1,144000
1141,RL,60,7350,Pave,NA,Reg,AllPub,1Story,1951,2,1,139000
1142,RL,NA,10304,Pave,NA,IR1,AllPub,2Story,1976,4,1,197500
1143,RL,77,9965,Pave,NA,Reg,AllPub,2Story,2006,4,1,424870
1144,RL,NA,9000,Pave,NA,Reg,AllPub,1Story,1959,3,1,80000
1145,RL,60,12180,Pave,NA,Reg,AllPub,1.5Fin,1941,2,1,80000
1146,RM,52,6240,Pave,NA,Reg,AllPub,1.5Fin,1928,3,1,149000
1147,RL,NA,11200,Pave,NA,Reg,AllPub,1Story,1985,3,1,180000
1148,RL,75,12000,Pave,NA,Reg,AllPub,2Story,1941,3,1,174500
1149,RM,NA,5700,Pave,NA,Reg,AllPub,1.5Fin,1926,2,1,116900
1150,RM,50,9000,Pave,NA,Reg,AllPub,2Story,1920,3,1,143000
1151,RL,57,8280,Pave,NA,IR1,AllPub,1Story,1950,2,1,124000
1152,RL,134,17755,Pave,NA,Reg,AllPub,1Story,1959,3,1,149900
1153,RL,90,14115,Pave,NA,IR1,AllPub,1Story,1956,2,1,230000
1154,RM,NA,5890,Pave,NA,Reg,AllPub,1Story,1930,2,1,120500
1155,RL,NA,13700,Pave,NA,IR1,AllPub,2Story,1965,4,1,201800
1156,RL,90,10768,Pave,NA,IR1,AllPub,1Story,1976,3,1,218000
1157,RL,85,9350,Pave,NA,Reg,AllPub,SLvl,1965,3,1,179900
1158,RL,34,5001,Pave,NA,IR1,AllPub,1Story,2007,2,1,230000
1159,RL,92,11932,Pave,NA,Reg,AllPub,1Story,2007,3,1,235128
1160,RL,76,9120,Pave,NA,Reg,AllPub,2Story,1974,4,1,185000
1161,RL,24,2280,Pave,NA,Reg,AllPub,2Story,1978,3,1,146000
1162,RL,NA,14778,Pave,NA,IR1,AllPub,1Story,1954,3,1,224000
1163,RL,109,8724,Pave,NA,Reg,AllPub,1Story,1968,3,1,129000
1164,RL,60,12900,Pave,NA,Reg,AllPub,SFoyer,1969,0,2,108959
1165,RL,NA,16157,Pave,NA,IR1,AllPub,SLvl,1978,2,1,194000
1166,RL,79,9541,Pave,NA,IR1,AllPub,1Story,2009,3,1,233170
1167,RL,64,10475,Pave,NA,IR1,AllPub,1Story,2008,3,1,245350
1168,RL,58,10852,Pave,NA,IR1,AllPub,2Story,2000,3,1,173000
1169,RL,120,13728,Pave,NA,Reg,AllPub,2Story,1935,4,1,235000
1170,RL,118,35760,Pave,NA,IR1,AllPub,2Story,1995,4,1,625000
1171,RL,76,9880,Pave,NA,Reg,AllPub,SLvl,1977,3,1,171000
1172,RL,76,9120,Pave,NA,Reg,AllPub,1Story,1958,3,1,163000
1173,FV,35,4017,Pave,Pave,IR1,AllPub,2Story,2006,2,1,171900
1174,RL,138,18030,Pave,NA,IR1,AllPub,1.5Fin,1946,3,1,200500
1175,RL,80,16560,Pave,NA,IR1,AllPub,2Story,1932,4,1,239000
1176,RL,85,10678,Pave,NA,Reg,AllPub,1.5Fin,1992,4,1,285000
1177,RL,37,6951,Pave,NA,IR1,AllPub,1Story,1984,3,1,119500
1178,RM,NA,3950,Pave,Grvl,Reg,AllPub,1.5Fin,1926,3,1,115000
1179,RL,54,7681,Pave,NA,IR1,AllPub,1.5Fin,1921,3,1,154900
1180,RL,77,8335,Pave,NA,Reg,AllPub,1Story,1954,3,1,93000
1181,RL,NA,11170,Pave,NA,IR2,AllPub,2Story,1990,4,1,250000
1182,RM,64,5587,Pave,NA,IR1,AllPub,1Story,2008,2,1,392500
1183,RL,160,15623,Pave,NA,IR1,AllPub,2Story,1996,4,1,745000
1184,RL,60,10800,Pave,Grvl,Reg,AllPub,1Story,1920,2,1,120000
1185,RL,50,35133,Grvl,NA,Reg,AllPub,1Story,1963,3,1,186700
1186,RL,60,9738,Pave,NA,Reg,AllPub,1.5Fin,1924,4,1,104900
1187,RL,107,10615,Pave,NA,IR1,AllPub,2Story,1900,3,2,95000
1188,RL,89,12461,Pave,NA,Reg,AllPub,1Story,1994,2,1,262000
1189,RL,68,8935,Pave,NA,IR1,AllPub,2Story,2002,3,1,195000
1190,RL,60,7500,Pave,NA,Reg,AllPub,2Story,1999,3,1,189000
1191,RL,NA,32463,Pave,NA,Reg,AllPub,1Story,1961,3,1,168000
1192,FV,24,2645,Pave,Pave,Reg,AllPub,2Story,1999,2,1,174000
1193,RM,60,9600,Pave,Grvl,Reg,AllPub,1.5Fin,1925,3,1,125000
1194,RM,NA,4500,Pave,NA,Reg,AllPub,1Story,1999,2,1,165000
1195,RL,80,9364,Pave,NA,Reg,AllPub,2Story,1969,4,1,158000
1196,RL,51,8029,Pave,NA,IR1,AllPub,2Story,2005,3,1,176000
1197,RL,58,14054,Pave,NA,IR1,AllPub,2Story,2006,4,1,219210
1198,RM,65,8850,Pave,NA,IR1,AllPub,2.5Unf,1916,3,1,144000
1199,RL,70,9100,Pave,NA,Reg,AllPub,1Story,2001,3,1,178000
1200,RL,75,11235,Pave,NA,Reg,AllPub,1Story,1963,3,1,148000
1201,RL,71,9353,Pave,NA,Reg,AllPub,1Story,1970,3,1,116050
1202,RL,80,10400,Pave,NA,Reg,AllPub,2Story,1998,3,1,197900
1203,RM,50,6000,Pave,NA,Reg,AllPub,1.5Fin,1925,3,1,117000
1204,RL,75,9750,Pave,NA,Reg,AllPub,1Story,2000,3,1,213000
1205,RL,78,10140,Pave,NA,Reg,AllPub,1Story,1975,3,1,153500
1206,RL,90,14684,Pave,NA,IR1,AllPub,1Story,1990,3,1,271900
1207,RH,NA,8900,Pave,NA,Reg,AllPub,1Story,1966,2,1,107000
1208,RL,70,9135,Pave,NA,Reg,AllPub,1Story,2003,3,1,200000
1209,RL,70,7763,Pave,NA,Reg,AllPub,1Story,1962,3,1,140000
1210,RL,85,10182,Pave,NA,IR1,AllPub,1Story,2006,3,1,290000
1211,RL,70,11218,Pave,NA,Reg,AllPub,2Story,1992,3,1,189000
1212,RL,152,12134,Pave,NA,IR1,AllPub,1.5Fin,1988,4,1,164000
1213,RL,50,9340,Pave,NA,Reg,AllPub,1Story,1941,2,1,113000
1214,RL,NA,10246,Pave,NA,IR1,AllPub,SLvl,1965,0,1,145000
1215,RL,69,10205,Pave,NA,IR1,AllPub,SFoyer,1962,3,1,134500
1216,RL,99,7094,Pave,NA,IR1,AllPub,1Story,1966,3,1,125000
1217,RM,68,8930,Pave,NA,Reg,AllPub,1.5Fin,1978,4,2,112000
1218,FV,72,8640,Pave,NA,Reg,AllPub,1Story,2009,3,1,229456
1219,RM,52,6240,Pave,NA,Reg,AllPub,1.5Fin,1947,2,1,80500
1220,RM,21,1680,Pave,NA,Reg,AllPub,2Story,1971,3,1,91500
1221,RL,66,7800,Pave,NA,IR1,AllPub,1Story,1964,2,1,115000
1222,RL,55,8250,Pave,NA,Reg,AllPub,1Story,1968,3,1,134000
1223,RL,78,10496,Pave,NA,Reg,AllPub,1.5Fin,1949,3,1,143000
1224,RL,89,10680,Pave,NA,Reg,AllPub,1Story,1951,4,1,137900
1225,RL,60,15384,Pave,NA,IR1,AllPub,2Story,2004,3,1,184000
1226,RL,65,10482,Pave,NA,Reg,AllPub,SLvl,1958,3,1,145000
1227,RL,86,14598,Pave,NA,IR1,AllPub,2Story,2007,4,1,214000
1228,RL,72,8872,Pave,NA,Reg,AllPub,1Story,1965,2,1,147000
1229,RL,65,8769,Pave,NA,Reg,AllPub,1Story,2008,1,1,367294
1230,RL,70,7910,Pave,NA,Reg,AllPub,SLvl,1960,4,1,127000
1231,RL,NA,18890,Pave,NA,IR1,AllPub,1.5Fin,1977,4,2,190000
1232,RL,70,7728,Pave,NA,Reg,AllPub,SLvl,1962,3,1,132500
1233,RL,70,9842,Pave,NA,Reg,AllPub,1Story,1962,2,2,101800
1234,RL,NA,12160,Pave,NA,IR1,AllPub,1Story,1959,3,1,142000
1235,RH,55,8525,Pave,NA,Reg,AllPub,2Story,1911,4,1,130000
1236,RL,96,13132,Pave,NA,Reg,AllPub,2Story,1914,4,1,138887
1237,RL,36,2628,Pave,NA,Reg,AllPub,2Story,2003,2,1,175500
1238,RL,41,12393,Pave,NA,IR2,AllPub,2Story,2004,4,1,195000
1239,RL,63,13072,Pave,NA,Reg,AllPub,1Story,2005,3,1,142500
1240,RL,64,9037,Pave,NA,IR1,AllPub,1Story,2006,2,1,265900
1241,RL,65,8158,Pave,NA,Reg,AllPub,2Story,2003,3,1,224900
1242,RL,83,9849,Pave,NA,Reg,AllPub,1Story,2007,3,1,248328
1243,RL,85,10625,Pave,NA,Reg,AllPub,SFoyer,1974,3,1,170000
1244,RL,107,13891,Pave,NA,Reg,AllPub,1Story,2006,2,1,465000
1245,RL,NA,11435,Pave,NA,IR1,AllPub,2Story,1929,3,1,230000
1246,RL,78,12090,Pave,NA,Reg,AllPub,SLvl,1984,3,1,178000
1247,FV,65,8125,Pave,NA,Reg,AllPub,2Story,2005,3,1,186500
1248,RL,NA,12328,Pave,NA,IR1,AllPub,SLvl,1976,3,1,169900
1249,RM,60,9600,Pave,Grvl,Reg,AllPub,2.5Unf,1917,3,1,129500
1250,RL,60,7200,Pave,NA,Reg,AllPub,1Story,1950,3,1,119000
1251,RL,93,11160,Pave,NA,Reg,AllPub,1Story,1968,3,1,244000
1252,RL,NA,3136,Pave,NA,IR1,AllPub,1Story,2003,2,1,171750
1253,RL,62,9858,Pave,NA,Reg,AllPub,1Story,1968,3,1,130000
1254,RL,NA,17542,Pave,NA,IR1,AllPub,2Story,1974,3,1,294000
1255,RL,60,6931,Pave,NA,Reg,AllPub,2Story,2003,3,1,165400
1256,RM,52,6240,Pave,NA,Reg,AllPub,1.5Fin,1931,3,1,127500
1257,RL,91,14303,Pave,NA,IR1,AllPub,1Story,1994,2,1,301500
1258,RL,56,4060,Pave,NA,Reg,AllPub,1Story,1922,2,1,99900
1259,RL,59,9587,Pave,NA,IR1,AllPub,SLvl,2005,2,1,190000
1260,RL,65,9750,Pave,NA,Reg,AllPub,1Story,1969,3,1,151000
1261,RL,NA,24682,Pave,NA,IR3,AllPub,2Story,1999,3,1,181000
1262,RL,80,9600,Pave,NA,Reg,AllPub,1Story,1956,2,1,128900
1263,RL,NA,11250,Pave,NA,Reg,AllPub,1.5Fin,1957,5,1,161500
1264,RL,60,13515,Pave,Pave,Reg,AllPub,2Story,1919,3,1,180500
1265,RH,34,4060,Pave,NA,Reg,AllPub,1Story,1998,2,1,181000
1266,FV,35,3735,Pave,NA,Reg,AllPub,2Story,1999,3,1,183900
1267,RM,60,10120,Pave,NA,IR1,AllPub,2.5Unf,1910,4,2,122000
1268,RL,89,13214,Pave,NA,IR1,AllPub,1Story,2008,3,1,378500
1269,RL,NA,14100,Pave,NA,IR1,AllPub,1.5Fin,1935,4,1,381000
1270,RL,78,11344,Pave,NA,Reg,AllPub,1.5Fin,1958,3,1,144000
1271,RL,NA,23595,Pave,NA,Reg,AllPub,1Story,1979,0,1,260000
1272,RL,NA,9156,Pave,NA,IR1,AllPub,1Story,1968,3,1,185750
1273,RL,NA,13526,Pave,NA,IR1,AllPub,1Story,1965,3,1,137000
1274,RL,124,11512,Pave,NA,IR1,AllPub,SLvl,1959,2,1,177000
1275,RL,53,5362,Pave,NA,Reg,AllPub,1.5Fin,1910,3,1,139000
1276,RL,95,11345,Pave,NA,Reg,AllPub,2Story,1948,4,2,137000
1277,RL,NA,12936,Pave,NA,IR1,AllPub,2Story,1972,3,1,162000
1278,RL,NA,17871,Pave,NA,IR1,AllPub,SLvl,1967,3,1,197900
1279,RL,75,9473,Pave,NA,Reg,AllPub,2Story,2002,3,1,237000
1280,C (all),60,7500,Pave,NA,Reg,AllPub,1.5Fin,1920,2,1,68400
1281,RL,67,9808,Pave,NA,IR1,AllPub,1Story,2002,3,1,227000
1282,RL,50,8049,Pave,NA,IR1,AllPub,1Story,1990,2,1,180000
1283,RL,61,8800,Pave,NA,IR1,AllPub,1Story,1977,3,1,150500
1284,RL,94,9400,Pave,NA,Reg,AllPub,2Story,1971,4,2,139000
1285,RL,50,9638,Pave,NA,Reg,AllPub,1.5Fin,1919,4,1,169000
1286,RM,50,6000,Pave,NA,Reg,AllPub,1.5Fin,1939,4,1,132500
1287,RL,NA,9790,Pave,NA,Reg,AllPub,1Story,1963,3,1,143000
1288,RL,NA,36500,Pave,NA,IR1,AllPub,1Story,1964,4,1,190000
1289,RL,40,5664,Pave,NA,IR1,AllPub,1Story,2000,2,1,278000
1290,RL,86,11065,Pave,NA,IR1,AllPub,2Story,2006,3,1,281000
1291,RL,NA,14112,Pave,NA,IR1,AllPub,SLvl,1964,3,1,180500
1292,RM,21,1680,Pave,NA,Reg,AllPub,2Story,1972,3,1,119500
1293,RM,60,6600,Pave,NA,Reg,AllPub,2Story,1892,4,2,107500
1294,RL,78,10140,Pave,NA,Reg,AllPub,2Story,1976,4,1,162900
1295,RL,60,8172,Pave,NA,Reg,AllPub,1Story,1955,2,1,115000
1296,RL,70,8400,Pave,NA,Reg,AllPub,1Story,1968,3,1,138500
1297,RL,80,8700,Pave,NA,Reg,AllPub,1Story,1963,3,1,155000
1298,RM,35,3675,Pave,NA,Reg,AllPub,SFoyer,2005,2,1,140000
1299,RL,313,63887,Pave,NA,IR3,AllPub,2Story,2008,3,1,160000
1300,RL,75,7500,Pave,NA,Reg,AllPub,1Story,1959,3,1,154000
1301,RL,NA,10762,Pave,NA,IR1,AllPub,2Story,1999,3,1,225000
1302,RL,NA,7500,Pave,NA,IR1,AllPub,2Story,1942,3,1,177500
1303,RL,92,10120,Pave,NA,Reg,AllPub,2Story,1994,4,1,290000
1304,RL,73,8688,Pave,NA,Reg,AllPub,1Story,2005,3,1,232000
1305,RM,32,3363,Pave,NA,Reg,AllPub,2Story,2004,3,1,130000
1306,RL,108,13173,Pave,NA,IR1,AllPub,1Story,2006,2,1,325000
1307,RL,48,6955,Pave,NA,IR1,AllPub,1Story,2005,2,1,202500
1308,RL,60,8072,Pave,NA,Reg,AllPub,1Story,1994,3,1,138000
1309,RM,100,12000,Pave,NA,Reg,AllPub,1Story,1948,2,1,147000
1310,RL,NA,7153,Pave,NA,Reg,AllPub,1Story,1991,3,1,179200
1311,RL,100,17500,Pave,NA,Reg,AllPub,1Story,1959,3,1,335000
1312,RL,68,8814,Pave,NA,Reg,AllPub,1Story,2005,3,1,203000
1313,RL,NA,9572,Pave,NA,IR1,AllPub,2Story,1990,4,1,302000
1314,RL,108,14774,Pave,NA,IR1,AllPub,2Story,1999,4,1,333168
1315,RL,60,8190,Pave,NA,Reg,AllPub,1Story,1954,3,1,119000
1316,RL,85,11075,Pave,NA,Reg,AllPub,2Story,1969,4,1,206900
1317,RL,61,10226,Pave,NA,IR1,AllPub,1Story,2008,3,1,295493
1318,FV,47,4230,Pave,Pave,Reg,AllPub,1Story,2006,2,1,208900
1319,RL,NA,14781,Pave,NA,IR2,AllPub,1Story,2001,3,1,275000
1320,RL,75,10215,Pave,NA,Reg,AllPub,1Story,1954,3,1,111000
1321,RL,70,8400,Pave,NA,Reg,AllPub,1Story,1957,3,1,156500
1322,RL,NA,6627,Pave,NA,IR1,AllPub,1Story,1949,2,1,72500
1323,RL,107,10186,Pave,NA,IR1,AllPub,2Story,1992,3,1,190000
1324,RL,50,5330,Pave,NA,Reg,AllPub,1Story,1940,2,1,82500
1325,RL,75,9986,Pave,NA,Reg,AllPub,1Story,2006,2,1,147000
1326,RM,40,3636,Pave,NA,Reg,AllPub,1Story,1922,2,1,55000
1327,RH,70,4270,Pave,NA,Reg,AllPub,1Story,1931,3,1,79000
1328,RL,60,6600,Pave,NA,Reg,AllPub,1Story,1982,3,1,130500
1329,RM,60,10440,Pave,Grvl,Reg,AllPub,1.5Fin,1920,5,1,256000
1330,RL,63,9084,Pave,NA,IR1,AllPub,2Story,1998,3,1,176500
1331,RL,85,10000,Pave,NA,Reg,AllPub,1Story,2006,3,1,227000
1332,RL,55,10780,Pave,NA,IR1,AllPub,SLvl,1976,3,1,132500
1333,RL,67,8877,Pave,NA,Reg,AllPub,1Story,1938,2,1,100000
1334,RM,60,7200,Pave,NA,Reg,AllPub,1.5Fin,1938,2,1,125500
1335,RM,24,2368,Pave,NA,Reg,AllPub,2Story,1970,3,1,125000
1336,RL,80,9650,Pave,NA,Reg,AllPub,1Story,1977,2,1,167900
1337,RL,87,9246,Pave,NA,IR1,AllPub,1Story,1973,4,2,135000
1338,RM,153,4118,Pave,Grvl,IR1,AllPub,1Story,1941,2,1,52500
1339,RL,95,13450,Pave,NA,IR1,AllPub,2Story,2002,3,1,200000
1340,RL,120,9560,Pave,NA,IR1,AllPub,1Story,1972,3,1,128500
1341,RL,70,8294,Pave,NA,Reg,AllPub,1Story,1971,3,1,123000
1342,RL,66,13695,Pave,NA,Reg,AllPub,1Story,2003,3,1,155000
1343,RL,NA,9375,Pave,NA,Reg,AllPub,2Story,2002,3,1,228500
1344,RL,57,7558,Pave,NA,Reg,AllPub,1.5Fin,1928,3,1,177000
1345,RL,85,11103,Pave,NA,IR1,AllPub,2Story,2006,3,1,155835
1346,RM,50,6000,Pave,NA,Reg,AllPub,1Story,1920,2,1,108500
1347,RL,NA,20781,Pave,NA,IR2,AllPub,1Story,1968,3,1,262500
1348,RL,93,15306,Pave,NA,IR1,AllPub,1Story,2006,3,1,283463
1349,RL,NA,16196,Pave,NA,IR3,AllPub,1Story,1998,3,1,215000
1350,RM,50,5250,Pave,Pave,Reg,AllPub,2Story,1872,4,1,122000
1351,RL,91,11643,Pave,NA,Reg,AllPub,2Story,1969,6,2,200000
1352,RL,70,9247,Pave,NA,IR1,AllPub,2Story,1962,4,1,171000
1353,RM,50,6000,Pave,NA,Reg,AllPub,1.5Fin,1937,2,1,134900
1354,RL,56,14720,Pave,NA,IR1,AllPub,1.5Fin,1995,4,1,410000
